,stamp,walk,mu_x,mu_y,mu_z,mu_rms,sigma_x,sigma_y,sigma_z,sigma_rms,speed
3696,1526571045.01,969-2,-320.86,36.04,101.88,196.8118965184411,24.36022167386825,30.03228929002915,21.6528427694841,11.387012579299777,0.520203355
3697,1527701214.01,52-2,-321.37,2.54,99.72,196.10863652974007,56.932179828283395,31.412551631473683,30.165901279424773,31.57751328260291,0.5202406973
3698,1526569853.01,969-1,-318.66,8.79,108.97,195.42638813649137,30.10688293397375,22.850074398128335,17.984134674762643,14.983106706957882,0.5202865095
3699,1526571021.01,969-2,-325.95,47.7,87.65,197.97761826707742,28.40083625529361,26.714602748309776,20.401164182467625,13.568198061226893,0.5203079178
3700,1525281497.01,473-2,-327.78,-14.37,-70.57,195.67954021886777,35.955689396811735,38.85682822876824,28.152532745740658,21.21424536482941,0.5203518929
3701,1530802442.01,896-1,-298.25,-32.95,159.12,197.2350431882106,31.452941038955323,14.81173521232405,31.70024605582739,16.995423066559336,0.5203581936
3702,1527699194.01,915-2,-333.37,-5.85,39.26,195.72473235393744,31.145675462253173,38.882997569631904,24.058104663501652,16.806223400263384,0.5203827411
3703,1525276869.01,733-1,-256.11,29.21,209.72,192.04183896909944,11.85064977121508,5.128927763187936,9.58444573253978,3.934304517086871,0.5205130745
3704,1526569897.01,969-1,-326.15,17.9,95.73,197.38726323087644,22.377835015925914,22.315241428225697,20.0169203425502,11.145775622392401,0.5205165173
3705,1530259798.01,290-2,-323.73,61.6,90.19,198.22560210395542,26.951012967975796,16.855859515313956,26.668593888692374,13.801352730475688,0.5206055177
3706,1527698685.01,915-1,-321.76,6.3,98.08,195.49630336794,35.31631917400226,27.607426537075124,22.423059559301887,18.660708350355822,0.5206321344
3707,1525945942.01,390-1,-326.54,-39.07,58.18,193.49402791080402,22.815968092544303,17.523273096085678,20.12877542226551,12.284590463382653,0.5207070648
3708,1525796164.01,78-2,-277.24,-18.61,199.44,199.45395480452694,42.52249287142041,25.395627576415592,34.29499088788331,20.56104519474616,0.5207795814
3709,1528368041.01,863-1,-297.88,15.78,167.34,200.08542338021505,53.924443437090744,37.770777063756576,46.351099231841296,33.48905319792443,0.5208379953
3710,1526566979.01,298-2,-219.59,31.6,262.03,199.31501946407843,32.591439059974014,23.062523712724943,32.07598946252477,20.988640166386162,0.5208434959
3711,1527700736.01,52-1,-326.66,-32.28,65.17,194.20274923557824,26.822087912763248,20.93708671233895,26.047669761420106,15.144047984046962,0.5208888368
3712,1527700564.01,52-1,-335.27,-44.16,71.37,200.88113656015142,36.67774665924831,20.266089904073755,39.28120542956899,23.72795062723403,0.5209631577
3713,1530802923.01,896-2,-301.4,-49.9,131.85,192.87685698857283,17.197092777559817,14.170744511139844,23.107304040064903,6.89067279320024,0.5210111491
3714,1526570777.01,969-2,-319.8,40.44,98.95,195.42866239760662,24.724077333643823,22.84570856856928,17.533610580824476,13.687996450015042,0.521016976
3715,1525280472.01,473-1,-337.04,-28.21,-55.27,199.459720838164,27.630750985089062,37.37573945756793,22.857320490381195,16.09201965245558,0.521079636
3716,1525798385.01,929-1,-236.86,5.7,237.57,195.06546090120537,26.322241545886627,29.483385151640906,25.1560151852395,14.352791716839896,0.5211119629
3717,1526570892.01,969-2,-318.54,51.41,102.57,196.44743659532153,31.32201142966396,24.47002043317496,18.94373511216835,16.281420550036483,0.5211151098
3718,1526566950.01,298-2,-220.52,28.05,263.01,201.12334237770017,50.010894813030504,28.934192575567042,51.838691148600574,32.98415504686691,0.5211639222
3719,1526565462.01,298-1,-259.14,-26.79,220.58,198.6957010352122,43.90695161361125,24.897106257555325,37.89147133590883,26.26966038593206,0.5212834281
3720,1525940403.01,145-1,-326.18,-61.52,28.84,192.3827909193577,5.494324344266544,2.9781873681821973,3.9867781478281428,3.234464109973836,0.5213657339
3721,1526570806.01,969-2,-323.3,38.52,91.39,196.36039634970766,17.699435019231547,31.382313490244783,14.807359656603197,8.245690513981666,0.5213814679
3722,1528365317.01,988-2,-292.9,-15.05,192.13,203.8692179390569,50.74889161351211,23.18032570953221,35.80269682579791,29.65066570782685,0.521431816
3723,1525281504.01,473-2,-323.72,-10.1,-71.01,193.65416343829392,45.83122952747395,46.126456616566585,28.214001843056575,28.620767221510693,0.5215224359
3724,1525941433.01,145-2,-263.08,-25.03,214.27,198.21569696529565,42.52474103389696,31.046563416906547,47.14888227731387,30.962840253472628,0.5215726572
3725,1528367999.01,863-1,-276.98,1.17,184.63,193.75548790302457,46.36226482819838,32.58375515498482,41.70914887647553,32.32528794603721,0.5216773883
3726,1530802934.01,896-2,-302.06,-36.32,153.86,197.69361043197972,19.56569446761346,21.00898855252199,25.964598976298475,12.680026066033987,0.5218071064
3727,1526569841.01,969-1,-323.59,12.52,93.09,195.65885190997184,22.94737239859937,26.682008919869585,21.458842000443546,11.325796628567813,0.522156432
3728,1526569791.01,969-1,-325.79,-10.77,95.72,196.89978707834868,24.957281502599592,16.940398460484925,21.45370830416038,12.635420392725383,0.5221953835
3729,1530802366.01,896-1,-297.0,-30.59,147.6,193.370455635899,34.70705980056507,20.694006378659495,32.012497559546965,21.69278421883212,0.5222458292
3730,1526570868.01,969-2,-318.83,19.7,108.63,195.5563534769878,28.828130359078095,17.468543156199374,21.16679238807808,15.25907210318164,0.522382629
3731,1527182039.01,921-1,-337.72,-8.59,-56.43,199.0482146575242,38.92456293910055,29.407174294719304,28.25995576783516,23.315836713533717,0.5225095497
3732,1527182036.01,921-1,-336.59,-18.31,-27.86,196.31421471727322,25.474730616828897,28.367832134303104,22.513116177020013,15.779599697301142,0.5225673743
3733,1530802466.01,896-1,-299.13,-47.94,159.32,199.0854045598,30.603155066103884,23.93817871100473,35.14537807450647,18.254269580770288,0.5225788522
3734,1526566952.01,298-2,-225.15,24.3,256.8,199.42970811540178,43.850513109882755,29.769279467262894,41.35069527831425,28.469776740822663,0.5226117026
3735,1527701148.01,52-2,-322.08,5.19,87.43,194.1661150504351,35.888070441304045,29.91678291528018,26.089942506644206,19.73726845896362,0.5228103657
3736,1526569749.01,969-1,-320.9,10.02,102.07,195.64998127645384,29.733650969902772,27.968904161586313,20.469125530906304,15.748909798986535,0.5228152065
3737,1530802933.01,896-2,-294.36,-38.35,157.68,194.78894036605493,26.05552532573466,13.716686917765534,20.91500896485583,12.353085083068805,0.5230104959
3738,1527185039.01,339-1,-318.52,-55.03,67.55,190.74503356057804,3.176413071374693,6.333174559413312,7.8668608733089975,1.5680684425874591,0.5230891806
3739,1526570769.01,969-2,-317.01,26.12,103.66,194.21639132016483,29.57617115179042,22.187509999997747,20.071980470297394,13.32779086117581,0.5230959133
3740,1530802385.01,896-1,-288.81,-42.28,168.93,195.86186720938133,25.868782344749043,17.37416472812435,30.775722574782876,13.768889083291675,0.5231839143
3741,1527182034.01,921-1,-333.22,-28.06,-35.2,195.09430121292303,23.26739349390042,24.869185752653824,22.592033994308697,13.501369100005103,0.523219504
3742,1527183055.01,921-2,-332.22,40.44,-42.49,196.13912679687448,29.534244530713835,32.93913174326246,23.52806621887996,17.41722153577434,0.5232601723
3743,1526571038.01,969-2,-324.79,39.37,91.09,197.1802774877085,27.991175395113363,23.37804739493869,22.040006805806577,13.05813296520251,0.5233074124
3744,1525795426.01,78-1,-214.06,-43.89,251.84,193.80247491615265,32.43572721552578,17.40511131823063,20.77870063310024,9.660437345553714,0.5233290025
3745,1526569801.01,969-1,-321.58,18.64,96.04,195.0771837385897,21.708145936491213,29.02086146205864,17.52593506777884,12.112213586037742,0.5233494287
3746,1526570770.01,969-2,-321.72,39.26,95.85,196.54793053247792,31.32062579196017,26.504573190300576,26.261140493131666,15.407606456993408,0.5233835884
3747,1527700469.01,52-1,-316.27,-46.27,91.3,194.65641257510154,53.28467978697066,44.74636409810298,37.95088931764314,32.206226779798804,0.5234643251
3748,1525945994.01,390-1,-324.97,-30.65,64.01,193.6502857736101,25.925452744359156,27.56605702671313,34.11201987569778,15.66897634815835,0.5235426917
3749,1527701243.01,52-2,-324.39,9.78,91.68,196.54223096495764,59.292308944752705,27.823939332883825,30.767476334597227,32.03947742994397,0.5235725598
3750,1527094710.01,491-1,-314.69,-39.51,98.12,195.72350624799546,57.575115284296224,48.65233704561375,47.54877075172396,32.853854700134555,0.5236611884
3751,1527700536.01,52-1,-330.23,-45.81,74.35,198.15585217076955,44.66180806908739,23.381913950744067,27.92324300649909,27.093693924530417,0.523707134
3752,1527698517.01,915-1,-330.14,7.08,82.79,198.18149216428367,43.181945301248305,25.54786879565496,31.627296754544172,22.9976701038309,0.5237266879
3753,1526570869.01,969-2,-319.75,55.4,94.25,196.08303162475025,19.2641506430987,27.224988521577014,16.277822335926878,8.638945277859005,0.5237333948
3754,1527698494.01,915-1,-326.58,10.54,86.66,196.96572142047805,32.873144054075496,32.36925084088292,30.966827412571657,18.040821821006773,0.5237605366
3755,1527185074.01,339-1,-309.11,-93.14,67.56,191.73438263414624,30.382526228080508,27.300556770879236,25.002927828556395,16.286492846409807,0.5237654084
3756,1526571051.01,969-2,-315.09,50.13,107.71,195.48974071433125,34.34940901966146,24.272888167665585,19.387261281573526,17.246969070251243,0.5239046241
3757,1530259579.01,290-2,-331.93,71.82,15.07,197.32393194076013,44.682939697383375,34.91056573589148,26.58655863401655,29.859100512879756,0.523906178
3758,1530802441.01,896-1,-294.35,-42.67,153.48,193.95306599587533,25.254851019160654,15.173697637688715,24.590843824480682,14.5847474255235,0.5239213509
3759,1525795346.01,78-1,-284.85,-22.23,172.08,193.04234115997636,21.24917645462995,13.782492517683439,14.664024004344784,10.094611738049622,0.52395539
3760,1530802949.01,896-2,-285.71,-34.53,172.74,194.7809415266328,27.94827186070723,17.008500815768567,24.78855381017618,13.262157365920991,0.5240737882
3761,1528367922.01,863-1,-285.63,-1.99,187.91,200.08167771267216,59.756950223384045,36.2136700708448,59.998015800524605,41.96298659154737,0.5242236497
3762,1526567021.01,298-2,-231.4,17.32,243.15,196.04586469613386,43.610778484223374,30.526670306471342,41.22702390423057,27.076230699240988,0.5243318654
3763,1525940467.01,145-1,-326.46,-70.38,45.54,195.10969937036157,30.53176051262031,16.100173912104186,18.423039922879184,17.614346755049702,0.5243511096
3764,1525280576.01,473-1,-332.61,-39.28,-46.32,196.46444820246745,16.82729627718012,37.00515639745359,10.003879247571914,9.585610352675118,0.5244185016
3765,1527700982.01,52-2,-326.63,38.89,75.64,195.09227386989312,10.055500982049578,13.087318289091916,8.464655929215317,5.229851139497436,0.5244347121
3766,1527181969.01,921-1,-330.38,-38.45,-49.27,194.833701387203,20.925955175331897,24.349691989838398,14.616329908701426,11.843513151181254,0.524508774
3767,1527183104.01,921-2,-326.27,24.09,-79.75,195.76688066820398,26.06793240746185,20.52320394090552,32.796760510757764,14.081374226539774,0.5246201878
3768,1527183176.01,921-2,-336.99,23.32,-36.61,196.43882694706707,17.00676042049161,14.252634844126192,10.451693642659073,9.718398410245081,0.5246608229
3769,1525276931.01,733-1,-262.67,50.47,211.43,199.6167298479309,49.41701225286695,37.31178232140619,46.84383737483512,30.185170169332057,0.5250103624
3770,1526571086.01,969-2,-319.76,21.4,109.81,196.06967465815526,13.68073097462266,15.295751043999108,17.13049619830085,7.006616833048849,0.5251622155
3771,1526565567.01,298-1,-261.18,-22.69,208.75,195.10290466102992,43.99531338676883,23.78726339871822,41.76514695293194,28.028020375374865,0.5252863276
3772,1527700535.01,52-1,-327.05,-33.82,71.95,195.96714502844293,40.64489512841681,31.363794413304014,33.1787205901614,24.559140920124488,0.5252986252
3773,1527700417.01,52-1,-316.15,-31.15,83.61,190.57234573182862,33.239848074261715,20.933884016111293,24.429038049010444,19.13298309904641,0.5253760579
3774,1527182071.01,921-1,-334.87,-7.68,-52.34,197.06270225189823,33.366946219275135,26.592435014492366,29.055195748781323,19.148230062150148,0.5254122008
3775,1530802464.01,896-1,-292.18,-46.26,151.41,192.78442513452418,31.646288881952664,17.429067674433988,30.92025064581463,19.98287830996982,0.5254193244
3776,1527181923.01,921-1,-334.48,-14.86,-33.79,195.66014937491403,31.14818774824629,29.193499276380006,28.528685563832056,18.50340364868975,0.5254807939
3777,1527700531.01,52-1,-321.43,-38.9,87.6,194.896701876546,27.23903632656633,21.66079407593361,36.32905173549126,18.98241987501602,0.5255249908
3778,1525277036.01,733-1,-270.35,52.65,206.88,203.19712903526252,42.81433755180616,46.38111145714386,67.33383696181289,33.22338661987302,0.5256063512
3779,1527183057.01,921-2,-333.39,20.71,-45.31,196.0829313919263,31.73165454242814,26.4447707496208,31.07690299885109,17.8628296587012,0.5256195761
3780,1527698460.01,915-1,-322.89,1.29,95.16,195.7741273983005,34.48474880291287,23.718050088487463,31.711739151298524,19.060370093486952,0.5256406178
3781,1527185098.01,339-1,-315.11,-61.54,69.59,190.54437703916054,30.858028128835453,19.773426612501943,24.05456089809166,17.55563666627431,0.5257348041
3782,1530802365.01,896-1,-305.37,-27.16,146.17,197.43353238404745,30.7885222120192,24.89848188143205,30.806186067087246,17.616856237439897,0.5257428757
3783,1527183052.01,921-2,-331.11,38.06,-33.31,194.57671876774074,31.681507224246765,30.74632335743576,23.032887356994568,19.071982423952164,0.5257789238
3784,1527183028.01,921-2,-329.44,38.53,-34.45,194.00831591306246,35.89939275252438,33.69879968188778,26.002067225511126,21.485499526673653,0.5258022978
3785,1526569925.01,969-1,-323.46,6.7,98.67,196.6135667207514,29.13946464847973,33.20496950759027,17.93658551675876,15.381223878850657,0.5258175865
3786,1525798394.01,929-1,-248.06,7.68,233.15,197.90232885506487,28.703247203060503,27.875394167616715,22.44699311711927,13.668146682771333,0.5258452836
3787,1527700740.01,52-1,-330.31,-24.7,61.98,195.93307461296598,32.51236533997488,27.17590844847693,29.546905083273945,18.75811662658502,0.5258847358
3788,1527701312.01,52-2,-329.83,9.97,89.3,199.1289417159248,46.91695962016294,27.973721597241923,34.32448105944211,26.24635665692505,0.5258848121
3789,1528364697.01,988-1,-316.89,-70.89,88.21,196.67579708031997,40.8942281990992,20.384256179708892,52.93737715452101,26.279158589158207,0.5259380658
3790,1527700738.01,52-1,-328.16,-36.38,73.13,196.44177623035728,47.44506718300649,24.194536573367138,30.354457662755237,27.989138693349894,0.5259728034
3791,1527698974.01,915-2,-334.85,-10.46,16.78,193.67131470655258,2.08026440627147,2.515631133532895,1.9777765293379337,1.202161872958747,0.5260151437
3792,1526487595.01,161-2,-329.53,-42.13,-19.76,193.88036145851325,38.610738143682255,34.234968964495934,26.954079468607354,21.41632027332425,0.5260687871
3793,1527185340.01,339-2,-329.56,-42.76,20.27,193.5405091125636,28.87951523138849,17.902022232139025,31.7713251218768,14.59707730276979,0.5261445759
3794,1527701218.01,52-2,-320.04,7.14,101.21,194.79049627212248,32.32179450463728,22.230168690318123,24.96569446260208,18.727855244534815,0.5261798748
3795,1525281647.01,473-2,-326.73,-30.95,-86.6,197.58337663890126,39.50008987331547,35.81239310629771,27.065106687393644,23.57744563426638,0.5262183477
3796,1525941347.01,145-2,-270.96,3.26,206.66,198.40783039370953,41.98664549591929,25.988697543355276,47.532561471058976,30.21555071693486,0.5262184835
3797,1528367832.01,863-1,-290.0,-5.39,165.38,195.0613220908964,59.71214281869308,34.379032854343066,39.47550632987499,34.82629213900914,0.5263997253
3798,1525940466.01,145-1,-318.66,-64.09,58.81,191.60495600885343,29.92130344754385,23.854599137273294,21.766807299188365,17.426823180909356,0.5265291847
3799,1527761734.01,317-1,-312.37,-63.93,99.51,194.02654232890683,33.6454023605009,28.012588241717328,27.740762426436653,20.909906867851927,0.5265834069
3800,1527701311.01,52-2,-324.39,3.08,82.68,194.16908192794196,30.007297445788083,18.008153708806464,26.709878322448414,17.393417047650853,0.5266309255
3801,1526565463.01,298-1,-253.86,-31.43,210.09,192.59864744205845,36.970804697761174,24.72620270077878,37.41045174814119,23.562703654072607,0.526642447
3802,1526571067.01,969-2,-318.96,43.76,101.41,195.91398829272376,23.988297146733853,24.682025848783148,19.303416795997546,10.720658775084997,0.5266922462
3803,1526486839.01,161-1,-336.72,-17.1,-24.71,198.4020972188011,60.732212210654744,35.274211543279044,52.598725269724916,36.02070449775702,0.5267118733
3804,1526569780.01,969-1,-321.97,-6.88,93.43,194.30997811456058,24.716979993518624,16.79540413327408,19.242793456252652,12.04681445247373,0.5267178513
3805,1525280688.01,473-1,-324.3,-47.63,-49.07,192.76187916160924,23.581984649303802,38.26190141642206,15.008167776247708,14.386032882110465,0.5267349572
3806,1525941479.01,145-2,-259.46,-37.4,195.04,192.52150536750344,57.777923119475304,47.577515698068964,54.395757187486616,37.08580102541936,0.5267588938
3807,1527761644.01,317-1,-316.67,-61.02,95.81,196.1204024045011,26.780237116201942,36.19004835586712,33.45674670376664,17.696546575435086,0.5267854066
3808,1527185081.01,339-1,-316.18,-69.31,61.68,191.0649271509072,26.385367156816297,19.475982645299315,24.81768724115928,15.83341233442289,0.5268185001
3809,1526569957.01,969-1,-317.25,18.42,103.87,194.46019549957094,29.520967125079082,32.50574718415191,18.876787332594493,14.329190472667667,0.5268516398
3810,1527183065.01,921-2,-328.64,31.5,-38.58,193.31488479575793,36.441877009835814,33.77499074759311,22.75266138279212,21.2871318657439,0.5269081599
3811,1527182030.01,921-1,-330.63,-3.0,-38.94,193.86558444449122,46.55075831820573,31.42769479296883,29.788863690983582,26.65817888245867,0.5269357522
3812,1527700552.01,52-1,-326.32,-24.99,75.1,195.25823328463844,25.526801601454107,21.627526442013664,34.10791696952483,14.772011865744203,0.5269494603
3813,1527761707.01,317-1,-317.93,-60.11,105.92,197.7632129993855,36.80496026352969,27.127806767226865,34.23263939575796,24.787596041024937,0.5269794363
3814,1525946572.01,390-2,-331.53,-34.96,28.27,193.89176930226927,26.0193985326333,13.10337361140252,25.56085092480295,14.75969049479923,0.5270088462
3815,1525795420.01,78-1,-269.655,-31.515,198.9675,195.41853855213486,26.325291546343795,21.973501655403034,21.902201801417135,11.33470879559891,0.527179173
3816,1527698495.01,915-1,-334.32,23.98,89.85,202.29059026443548,46.24540625835176,33.98675624416075,33.22690927546527,26.148558095357995,0.5273118875
3817,1525798382.01,929-1,-250.24,-1.77,231.77,197.9304719925245,29.36294263182762,21.6914061323834,23.483549561341874,15.223718013343788,0.5273156447
3818,1525941676.01,145-2,-262.08,-4.4,211.91,194.79201128641705,14.616210179112777,7.946068210127574,9.473220149452876,6.972972034387481,0.5275856351
3819,1525941462.01,145-2,-262.34,-38.57,206.6,197.12807464614605,49.1160299698581,41.48427533415522,49.28001623376356,31.500775434425943,0.5275910324
3820,1525941573.01,145-2,-244.89,5.29,236.19,198.45344484674047,40.49244250474401,30.797498275022278,42.157252045170125,25.81253368285213,0.527601202
3821,1526570809.01,969-2,-320.91,27.75,93.19,194.4466491540642,13.680712700733098,19.279717321579174,23.6417829276897,6.505687211168878,0.5276503453
3822,1527183074.01,921-2,-335.35,22.04,-60.08,198.57025258306868,45.8561609819226,30.86710870813787,27.201720533819177,26.2046711312372,0.5277137763
3823,1526569833.01,969-1,-323.01,-0.84,91.8,194.75932863484465,25.975948490863622,20.279408275391077,21.780266297729234,13.294130648696823,0.5277481009
3824,1527094604.01,491-1,-320.68,-46.82,77.58,194.5262568685312,42.60091078838571,40.19785566420178,29.581473932175875,24.703617590376528,0.527791577
3825,1525281662.01,473-2,-334.06,-4.38,-79.01,200.26564586234298,40.596014582714886,43.78739087911039,22.867223268250125,23.289076566894163,0.527810958
3826,1527183177.01,921-2,-334.65,28.78,-43.47,195.76283948319434,7.986707707184483,14.056727926512627,7.587430395067886,4.40575504052854,0.5278331195
3827,1527761638.01,317-1,-314.1,-69.41,98.05,195.00037417375563,26.091569519674366,21.28572056567501,24.695495540685155,15.902224333782982,0.5279658754
3828,1525940775.01,145-1,-323.96,-55.62,70.32,195.49982184074955,38.689771258047,24.855494362414117,34.05550763092514,23.112038570879964,0.5280150915
3829,1530802950.01,896-2,-297.47,-36.69,159.22,196.7724001319778,25.72292945991961,20.021835580185943,25.17720397502471,15.533486825806682,0.5280417027
3830,1527761796.01,317-1,-314.59,-31.53,120.4,198.23358211056927,47.56450252026189,46.8763170481641,41.96951274437194,30.48890929959371,0.5281122686
3831,1527185080.01,339-1,-316.45,-61.51,76.25,192.34318419412338,31.108640278867856,16.22929142014524,26.501839558792895,15.09887945286633,0.5281193461
3832,1527700523.01,52-1,-313.89,-41.36,95.72,191.8675418630525,26.384804338861418,22.20879105219372,24.402901466833818,15.762076198790135,0.528173897
3833,1525280369.01,473-1,-329.56,-59.59,-69.45,198.63861872491267,36.783507173732076,28.497401635938676,24.94809611974428,21.600134669150147,0.5282196378
3834,1527698689.01,915-1,-321.05,23.17,94.76,195.2155563378282,39.85181928093122,22.227485237876103,30.90505460276685,20.812013286694235,0.5282375318
3835,1526569834.01,969-1,-324.68,10.11,85.08,195.14876994843493,20.35331913963911,28.03494069906337,24.99187067828256,10.545184727927987,0.5282407901
3836,1525281870.01,473-2,0.0,-4.84,-333.33,192.4741732242452,1.794435844492636,1.831502115750894,2.6231850868743503,1.5108413693126623,0.5284579675
3837,1527701187.01,52-2,-319.86,6.91,96.81,195.13715747374528,50.84919271728903,35.05084735067042,34.379265553528036,28.815211950173346,0.5285610892
3838,1526571063.01,969-2,-321.05,22.16,99.32,195.5840656840777,28.631582212654614,25.110045798444894,21.42749635398405,13.888481455976821,0.5286243472
3839,1527181950.01,921-1,-329.48,-20.59,-21.37,192.22618119330275,33.91444529990134,27.716455401078978,25.15259628746107,19.45958025856481,0.5287863199
3840,1525940592.01,145-1,-330.48,-55.34,61.07,197.85050387248134,31.370839963252486,22.90511733215964,31.536092021682077,18.95542448496603,0.5289961279
3841,1525940429.01,145-1,-322.73,-66.17,57.5,193.42308545783453,13.169552004529228,12.15817009257561,15.95838337677097,7.6991349278921595,0.5290373333
3842,1527700566.01,52-1,-322.31,-27.98,64.23,193.35447297779876,61.39718153140256,43.5733817829188,42.530190453370885,37.01946937505986,0.5292331223
3843,1526487636.01,161-2,-329.83,-51.53,-43.95,196.13826141842904,45.89031597189107,30.98595004191416,31.426223126554675,25.934386589159566,0.5292401071
3844,1525277106.01,733-1,-253.06,65.6,219.94,199.5996568813096,51.826020491641074,36.5349148076193,45.34397865207684,33.0306469741382,0.529244863
3845,1527698947.01,915-2,-327.41,-9.13,39.34,192.77641074108303,49.682410368258104,28.178238057053886,40.38247639756631,27.28348942343357,0.5292548873
3846,1526570817.01,969-2,-330.47,1.09,73.52,195.6968327058301,7.036270318855009,13.142370410241831,9.865576516352201,3.8561209662470954,0.5292560016
3847,1527182044.01,921-1,-328.7,-8.33,-57.47,194.43833781431857,37.588429070659515,35.94469501887588,26.57798148844264,21.667013053755404,0.52927715
3848,1526565619.01,298-1,-252.7,-38.17,207.78,191.9743175959728,44.68187552017038,28.145356633022075,39.42805600077184,27.492751473080247,0.5294109236
3849,1527181938.01,921-1,-332.27,-15.78,-33.83,194.2130614571952,28.275379749881342,29.5000271186316,21.842186245886655,16.202060345020794,0.5294871867
3850,1527700468.01,52-1,-329.16,-32.53,84.41,199.1410716793675,52.36462928351542,32.815379016552605,38.911462321531936,31.043306907066917,0.5295657401
3851,1530256194.01,481-1,-337.75,39.51,-9.26,197.49500624032234,42.25384597879819,19.328991179055365,30.185632343881753,24.352874781738798,0.5296101509
3852,1525281644.01,473-2,-325.42,-6.83,-79.68,195.063759816762,52.65058024371621,36.00806992883679,26.663788177976503,31.218257577074088,0.5296213913
3853,1526565436.01,298-1,-293.2,-23.63,159.02,193.27460186316978,8.478207357690655,10.792270382083657,16.119540936391456,8.06132379326726,0.5296451801
3854,1527181912.01,921-1,-334.24,-27.31,-19.95,195.36666940694118,36.702076235548304,28.979542784523023,32.50242298660209,23.08732303319213,0.5296489146
3855,1530802445.01,896-1,-295.87,-55.01,147.71,194.41399739128008,30.58975482085464,16.44110397753143,23.408244274186814,15.77955275063277,0.5296910506
3856,1526570893.01,969-2,-322.02,13.47,96.8,195.13503384705348,22.63138528680912,21.093816629524397,18.954155217260414,10.518328392666216,0.5297225982
3857,1527183081.01,921-2,-332.34,42.59,-39.61,195.9093783433208,18.78521759256464,31.81166295558911,15.962390171900948,10.180805983168943,0.5297719537
3858,1527698688.01,915-1,-319.09,17.62,107.15,196.62757559513918,45.29659921009523,28.683019366865825,31.327424088169135,22.20142297791948,0.5297880359
3859,1527701066.01,52-2,-323.74,7.93,84.57,194.2461681954688,25.007047006793908,16.60918721671834,31.274032359131432,15.35272423310137,0.5298417865
3860,1525941546.01,145-2,-233.25,-4.97,249.26,199.57566571858487,43.91409227116052,33.5587410371724,48.887343965488654,28.948695761933454,0.5298688516
3861,1527183179.01,921-2,-335.8,43.66,-48.29,198.70090003274018,21.421017716252422,28.47216886715869,24.353355005009067,11.77889324932653,0.5299344129
3862,1526487538.01,161-2,-331.91,-64.96,-18.29,198.25880651962248,45.23120493641531,38.87104835221194,38.90637351386016,24.96288519812766,0.5299873739
3863,1527095332.01,491-2,-313.16,7.65,90.36,190.48615681554304,52.55525092700063,32.9051287795687,35.51267942580508,29.11850605676157,0.5300450125
3864,1527183027.01,921-2,-344.93,27.52,-44.25,203.04019960391415,46.509408725547125,36.8109983564695,23.779981076527374,26.456329012217267,0.5300472465
3865,1525941442.01,145-2,-255.79,-36.74,208.3,193.83119065413084,51.942717487632464,29.602912018921387,46.459337059411425,32.601117510528965,0.5301027726
3866,1527700540.01,52-1,-330.95,-22.35,73.31,197.71141527304124,46.410639943874955,25.33549881095693,36.12110048157448,27.28209921171153,0.5301244881
3867,1526571037.01,969-2,-324.32,23.98,96.72,196.8749152675305,28.817314239880155,21.298347353726772,21.567605337635417,13.943734736528684,0.5302005592
3868,1527701049.01,52-2,-325.38,-9.64,121.43,204.3756280808688,72.34387050745903,53.17659635591581,37.68985407241584,40.34863871991659,0.5302075214
3869,1526569904.01,969-1,-327.01,26.03,101.47,199.57447355978584,24.435832296036086,26.907788835205317,25.783116568793616,11.622657613515127,0.5303277567
3870,1526567022.01,298-2,-223.59,14.18,257.93,199.23305550748634,47.26755652664944,27.49631975374159,49.62847065949142,32.11058381828091,0.5303729707
3871,1527700541.01,52-1,-322.77,-45.18,78.88,195.35253878437794,45.98039908482743,32.13763525836959,34.07147780769129,27.47002470266025,0.5303745695
3872,1527181926.01,921-1,-332.81,-26.89,-26.47,194.06931077437847,34.86221306801965,19.480192504182295,21.717023276683197,20.526550665525587,0.5304458683
3873,1530257131.01,481-2,-333.61,-25.57,-48.12,196.28537329916446,41.104232142201596,19.310750891666537,33.56256247666439,24.96702282627331,0.5307538837
3874,1527700632.01,52-1,-328.65,-23.5,56.23,193.31043395307913,8.60508570555808,13.654669530969983,13.200647711381437,4.197950873809173,0.5307803694
3875,1527700464.01,52-1,-312.18,-34.3,95.99,191.3850958940327,41.141555634176,21.908217636311722,39.322892823392316,23.671679344002165,0.5308136013
3876,1526565520.01,298-1,-261.49,-31.65,205.86,194.17134201597045,38.00855035383487,18.75546586998042,33.49776708976286,22.862413252258552,0.530898337
3877,1527181971.01,921-1,-331.72,-37.06,-65.74,196.99498308333116,21.71546914068402,16.61494507965645,19.813439883069275,12.281014073142961,0.5309710474
3878,1527701072.01,52-2,-324.55,18.95,85.9,195.19977537110017,26.356545676548723,22.878537977764218,27.919706302180195,15.909777761030906,0.5310139787
3879,1526488274.01,161-3,-346.37,-17.33,-32.98,204.89709652227484,73.36070542190828,49.82550652025527,50.43748209417278,44.04558059641099,0.5310282271
3880,1527701048.01,52-2,-323.24,9.78,78.13,194.6174123300042,59.672962051502026,36.692664116959406,38.54391132202335,33.90712046124127,0.5310375384
3881,1527761673.01,317-1,-314.36,-64.29,103.25,196.72527816942198,41.705520018338106,39.48146273886012,27.26073183170254,22.76513992555779,0.5310390509
