,stamp,walk,mu_x,mu_y,mu_z,mu_rms,sigma_x,sigma_y,sigma_z,sigma_rms,speed
0,1527700392.01,52-1,-117.19449144833739,5.1388277630605055,150.08204761418207,196.51563178928075,161.9982968232933,64.73679823925009,224.93346957179597,22.058737749219727,0.0
1,1527700312.01,52-1,-205.84919643889467,-6.553624696496705,122.04408216749528,197.56174556633945,166.02499061072754,98.34004138212366,159.46088239238458,30.997333161558412,0.1
2,1527700377.01,52-1,-142.9356193005409,9.228534885083283,190.64868387651092,196.9959266081086,164.32434128223443,82.00774828384345,167.25768171725176,26.72941260098423,0.2
3,1527700313.01,52-1,-274.7250311193163,-6.4190128533266195,70.81437502622414,197.04818642176016,111.1272691529625,76.67672116112352,142.43159983449746,29.218196341733723,0.3
4,1527700381.01,52-1,-300.0097151205259,-17.87526661796932,74.81211102994887,195.87191696630384,63.59307363584807,57.22756657277328,115.29593070488774,21.886127564896377,0.4
5,1527700314.01,52-1,-308.31475180639416,-10.730494655052954,82.59520068296546,195.6895193324503,51.79654280569331,43.867586569559215,97.81332536167655,20.709309979753638,0.5
6,1527700316.01,52-1,-310.6403136339927,-15.15738346691195,86.71661889992541,195.8307430556895,50.562615107233256,47.58838520270763,87.85400718265585,24.065479946198764,0.6
7,1527700327.01,52-1,-306.30903925042696,-12.956543600057463,94.33910756755894,196.24648218954053,55.91823897413816,48.13042771755939,95.8282803899262,25.699340423701777,0.7
8,1527700338.01,52-1,-311.7423504850547,5.0738269747233415,78.33447600635778,196.88544210370225,55.40004173605419,52.360195932267374,97.159520871236,27.715352174942815,0.8
9,1527700372.01,52-1,-313.0120088495575,2.659929203539823,81.04584955752212,197.324064168445,61.522741079594184,52.6248257104661,94.18910997371884,32.49447197442455,0.9
10,1525795536.01,78-1,-294.9682947368421,-7.967852631578947,108.28665263157895,197.3018619222027,96.96821294161505,60.96887142088317,99.66963819357284,41.09250110353005,1.0
11,1525795394.01,78-1,-302.13125,-5.319117647058824,121.68904411764706,197.0941535737765,74.05206074045498,44.148953279687674,84.99187935584867,37.58523606648847,1.1
12,1525795393.01,78-1,-296.2995238095238,2.7842857142857143,157.13333333333333,197.65896466868452,63.645493610436375,36.195693518037466,60.23824392979948,37.746384715886364,1.2
13,1528367933.01,863-1,-282.49,17.615,178.19,196.36684985151805,69.48848753570623,39.09228536425057,58.05922751811293,44.38646880215572,1.3
14,1528367931.01,863-1,-285.08,17.675,195.735,204.64903640479525,86.44884961640611,38.023405620748946,60.38348097783033,47.668528037432615,1.4
