,SubjectId,RunId,Annotation,AnnotationType,Comment,start,end
518,988,1,lobby back,Section,,1528364759.408,1528364787.74
519,988,1,wheel behind,Event,,1528364783.977,1528364812.317
520,988,1,hallway back,Section,,1528364820.911,1528364854.496
521,988,2,Sync,Event,,1528364996.237,1528364997.618
522,988,2,hallway forward,Section,,1528365088.521,1528365121.853
523,988,2,wheel behind,Event,,1528365099.548,1528365113.486
524,988,2,wheel behind,Event,,1528365134.832,1528365153.206
525,988,2,lobby forward,Section,,1528365153.214,1528365178.087
526,988,2,outside forward,Section,,1528365178.087,1528365230.685
527,988,2,outside stairs,Event,,1528365213.093,1528365217.832
528,988,2,ramp,Section,,1528365230.685,1528365247.19
529,988,2,outside back,Section,,1528365247.19,1528365277.996
530,988,2,lobby back,Section,,1528365277.996,1528365305.066
531,988,2,wheel behind,Event,,1528365305.057,1528365330.039
532,988,2,hallway back,Section,,1528365339.297,1528365374.986
